minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Sylvester,0.6275717174809311,32.255556493958196,13.772820040404648,36.21757671921166,7.218073850498834,17.881093235740742,12.695446236970712,29.902614390816016
24,Marvin the Martian,0.6022960896385215,30.880600832993494,15.23071751458646,30.07357637437559,7.619709901834922,16.462753349315065,11.142152157893534,22.458441638658645
24,Road Runner,0.6230569790008867,26.90106858064919,13.029234112082916,34.0474361687513,6.215016343159386,25.495440007307046,11.874717955973548,22.628362359775576
24,Foghorn Leghorn,0.6269811725835538,26.801480904758318,14.91226778872259,34.3265210329432,4.966438561980588,19.721664214934062,13.659355705192777,28.329255053826433
24,Bugs Bunny,0.6322136680386096,35.93834818370386,16.55715660946603,34.049213201206875,6.397736502227223,25.3193449800696,12.34006386844823,22.7869021002729
24,Elmer Fudd,0.6132902560832271,27.36015669166757,16.1493058206651,36.861791099213264,6.1494747596066315,26.00159247383276,13.922906721867587,24.61385488938301
24,Lola Bunny,0.63932690548742,33.7041296399381,14.044008758273613,38.42619567864451,4.466324967674326,19.687873794964545,14.47522191100556,33.928843329044966
24,Porky Pig,0.6172879319794048,30.285668677635186,15.056121638362331,35.46173848564126,4.655198500126115,21.28293299766215,13.129175302978311,27.09493770474977
24,Tasmanian Devil,0.6071988225990319,29.31729226297392,13.786753958769005,38.441572748792176,6.414726760506973,18.863128388149722,8.415928549268006,23.430749184828134
24,Gossamer,0.6048764975219889,30.475837368898166,14.088675330433661,37.46090946737129,4.374025489033835,22.788699268552566,9.790848672854194,22.646252392525657
24,Granny,0.6061860565936943,26.459354286092676,13.827721603863905,37.330046350079385,5.402694939341371,20.634323620924164,12.178708210414504,26.783383500236344
24,Wile E. Coyote,0.6160537199665264,30.66655703060705,12.60229920700133,35.17976147794087,4.127704719367636,23.11619439236891,15.163099460460028,30.077963998244986
24,Tweety,0.6031173750589456,28.719440737192187,12.229745194290032,36.01391289217303,8.121019436172977,27.154520513335868,13.007143504874405,23.359812202182606
24,Penelope,0.6067355108976843,26.096128245454,14.485515823391529,25.698669146281887,8.220229533045227,17.35325014884515,13.657865294195474,22.82424389335684
24,Daffy Duck,0.6205391351180245,30.40606800984122,14.932995024499347,35.22836894180072,6.555514834405359,15.554433631640393,13.174982364781261,30.35564751069437
36,Sylvester,0.6225707439416538,31.126945407287117,15.863060427803099,32.58823671619656,8.096410037108468,19.860014573527728,12.147651600059362,23.963610626601824
36,Marvin the Martian,0.6092095382092558,29.5915333329706,13.384408670056716,29.46340377306688,7.511192494742213,22.640438499065706,12.221427063016668,21.085337554223972
36,Road Runner,0.6317883113918299,26.07970742442565,14.489605217962009,37.21594849153632,6.88842232610996,24.524797145628128,11.636936136280307,24.232763687302484
36,Foghorn Leghorn,0.6171744434726241,28.544560710750794,15.078757041031423,33.46784447612919,5.397971624164042,16.349529156455624,11.727954905248556,26.634792440484706
36,Bugs Bunny,0.6199337758329727,31.02619207500779,16.09251492518118,34.23914375874871,4.818815560673295,19.30886780550275,10.438197089243314,23.45617768733843
36,Elmer Fudd,0.6142765718418772,26.69941211292207,16.189522364238254,36.42343590322551,3.7933396795130907,24.640557037443674,16.821534668028868,29.77826499576317
36,Lola Bunny,0.6294454318804279,32.657328115001484,14.196371277150623,37.8253364168367,4.975994542200166,25.612826508296983,19.010805003107954,35.3161002099629
36,Porky Pig,0.6012434081600906,26.80852385221079,14.521895418972784,35.55485642972437,6.602506080386673,18.487602935597497,9.591110255686129,22.523573412925092
36,Tasmanian Devil,0.6180179562682183,26.074275065568106,14.530752607265326,35.854448146064215,4.545925926024388,24.983123305771723,7.507518178275815,17.181711875194996
36,Gossamer,0.6153745653821625,31.979485772136044,14.60552915480347,33.794730871285736,5.22357699185089,14.632916515149248,13.010607759025293,30.216677662446568
36,Granny,0.6048483493396126,30.42618794398309,14.610250963497428,33.60313964769072,7.639558877198022,16.799690203828558,15.359617197847157,30.65890947372485
36,Wile E. Coyote,0.6040657218743355,31.943735114363037,14.471258090626415,38.62841151309495,5.495637355582131,16.811974672281767,13.709656698782325,32.09135988634411
36,Tweety,0.6085564051458703,29.111587074283353,14.55622303112945,36.95379049178328,7.056123856793975,23.91581636478846,11.884209026059086,23.692107190243778
36,Penelope,0.5982262606006806,25.76037409372029,14.51828675071751,30.836916963303494,8.678169341843672,14.446807390357913,8.779866548968153,20.2804934106389
36,Daffy Duck,0.6364993511556205,28.191056195539534,16.915803675924675,32.09136421293902,5.374002105971799,18.393617436827718,12.318321420478819,25.413768045296198
